EURUSD 1.08538 1.08558 1739649600327
EURUSD 1.08532 1.08552 1739649601125
EURUSD 1.08510 1.08530 1739649602114
EURUSD 1.08512 1.08532 1739649603379
EURUSD 1.08463 1.08483 1739649604456
EURUSD 1.08490 1.08510 1739649605016
EURUSD 1.08520 1.08540 1739649606015
EURUSD 1.08514 1.08534 1739649607308
EURUSD 1.08459 1.08479 1739649608013
EURUSD 1.08485 1.08505 1739649609359
EURUSD 1.08475 1.08495 1739649610279
EURUSD 1.08520 1.08540 1739649611142
EURUSD 1.08538 1.08558 1739649612414
EURUSD 1.08467 1.08487 1739649613081
EURUSD 1.08483 1.08503 1739649614357
EURUSD 1.08516 1.08536 1739649615110
EURUSD 1.08507 1.08527 1739649616490
EURUSD 1.08492 1.08512 1739649617194
EURUSD 1.08489 1.08509 1739649618049
EURUSD 1.08528 1.08548 1739649619135
EURUSD 1.08539 1.08559 1739649620413
EURUSD 1.08516 1.08536 1739649621063
EURUSD 1.08518 1.08538 1739649622498
EURUSD 1.08502 1.08522 1739649623150
EURUSD 1.08465 1.08485 1739649624424
EURUSD 1.08463 1.08483 1739649625185
EURUSD 1.08513 1.08533 1739649626295
EURUSD 1.08520 1.08540 1739649627338
EURUSD 1.08522 1.08542 1739649628116
EURUSD 1.08423 1.08443 1739649629437
EURUSD 1.08530 1.08550 1739649630119
EURUSD 1.08489 1.08509 1739649631232
EURUSD 1.08520 1.08540 1739649632325
EURUSD 1.08496 1.08516 1739649633181
EURUSD 1.08489 1.08509 1739649634107
EURUSD 1.08471 1.08491 1739649635349
EURUSD 1.08550 1.08570 1739649636331
EURUSD 1.08531 1.08551 1739649637273
EURUSD 1.08514 1.08534 1739649638373
EURUSD 1.08546 1.08566 1739649639138
EURUSD 1.08489 1.08509 1739649640473
EURUSD 1.08484 1.08504 1739649641350
EURUSD 1.08543 1.08563 1739649642166
EURUSD 1.08471 1.08491 1739649643117
EURUSD 1.08540 1.08560 1739649644420
EURUSD 1.08520 1.08540 1739649645137
EURUSD 1.08533 1.08553 1739649646033
EURUSD 1.08585 1.08605 1739649647448
EURUSD 1.08499 1.08519 1739649648367
EURUSD 1.08557 1.08577 1739649649202
EURUSD 1.08545 1.08565 1739649650452
EURUSD 1.08500 1.08520 1739649651135
EURUSD 1.08518 1.08538 1739649652071
EURUSD 1.08556 1.08576 1739649653134
EURUSD 1.08463 1.08483 1739649654382
EURUSD 1.08486 1.08506 1739649655204
EURUSD 1.08539 1.08559 1739649656185
EURUSD 1.08621 1.08641 1739649657260
EURUSD 1.08527 1.08547 1739649658252
EURUSD 1.08525 1.08545 1739649659056
EURUSD 1.08483 1.08503 1739649660078
EURUSD 1.08482 1.08502 1739649661216
EURUSD 1.08548 1.08568 1739649662305
EURUSD 1.08532 1.08552 1739649663239
EURUSD 1.08521 1.08541 1739649664270
EURUSD 1.08560 1.08580 1739649665482
EURUSD 1.08516 1.08536 1739649666005
EURUSD 1.08509 1.08529 1739649667453
EURUSD 1.08523 1.08543 1739649668274
EURUSD 1.08472 1.08492 1739649669174
EURUSD 1.08519 1.08539 1739649670057
EURUSD 1.08541 1.08561 1739649671001
EURUSD 1.08516 1.08536 1739649672488
EURUSD 1.08477 1.08497 1739649673497
EURUSD 1.08527 1.08547 1739649674256
EURUSD 1.08489 1.08509 1739649675054
EURUSD 1.08485 1.08505 1739649676445
EURUSD 1.08485 1.08505 1739649677259
EURUSD 1.08535 1.08555 1739649678311
EURUSD 1.08554 1.08574 1739649679082
EURUSD 1.08592 1.08612 1739649680276
EURUSD 1.08508 1.08528 1739649681470
EURUSD 1.08499 1.08519 1739649682000
EURUSD 1.08507 1.08527 1739649683057
EURUSD 1.08471 1.08491 1739649684475
EURUSD 1.08594 1.08614 1739649685413
EURUSD 1.08530 1.08550 1739649686157
EURUSD 1.08551 1.08571 1739649687290
EURUSD 1.08572 1.08592 1739649688484
EURUSD 1.08553 1.08573 1739649689417
EURUSD 1.08567 1.08587 1739649690035
EURUSD 1.08525 1.08545 1739649691064
EURUSD 1.08492 1.08512 1739649692065
EURUSD 1.08470 1.08490 1739649693084
EURUSD 1.08491 1.08511 1739649694135
EURUSD 1.08525 1.08545 1739649695493
EURUSD 1.08577 1.08597 1739649696108
EURUSD 1.08511 1.08531 1739649697353
EURUSD 1.08526 1.08546 1739649698102
EURUSD 1.08504 1.08524 1739649699343
EURUSD 1.08488 1.08508 1739649700332
EURUSD 1.08580 1.08600 1739649701231
EURUSD 1.08534 1.08554 1739649702061
EURUSD 1.08545 1.08565 1739649703010
EURUSD 1.08497 1.08517 1739649704301
EURUSD 1.08522 1.08542 1739649705003
EURUSD 1.08533 1.08553 1739649706036
EURUSD 1.08526 1.08546 1739649707034
EURUSD 1.08562 1.08582 1739649708463
EURUSD 1.08542 1.08562 1739649709263
EURUSD 1.08531 1.08551 1739649710121
EURUSD 1.08571 1.08591 1739649711276
EURUSD 1.08527 1.08547 1739649712067
EURUSD 1.08477 1.08497 1739649713295
EURUSD 1.08540 1.08560 1739649714242
EURUSD 1.08572 1.08592 1739649715208
EURUSD 1.08575 1.08595 1739649716097
EURUSD 1.08564 1.08584 1739649717181
EURUSD 1.08489 1.08509 1739649718216
EURUSD 1.08571 1.08591 1739649719027
EURUSD 1.08515 1.08535 1739649720344
EURUSD 1.08505 1.08525 1739649721031
EURUSD 1.08533 1.08553 1739649722206
EURUSD 1.08488 1.08508 1739649723055
EURUSD 1.08555 1.08575 1739649724127
EURUSD 1.08576 1.08596 1739649725071
EURUSD 1.08556 1.08576 1739649726216
EURUSD 1.08573 1.08593 1739649727447
EURUSD 1.08591 1.08611 1739649728472
EURUSD 1.08568 1.08588 1739649729438
EURUSD 1.08579 1.08599 1739649730281
EURUSD 1.08569 1.08589 1739649731276
EURUSD 1.08557 1.08577 1739649732428
EURUSD 1.08546 1.08566 1739649733385
EURUSD 1.08547 1.08567 1739649734434
EURUSD 1.08576 1.08596 1739649735246
EURUSD 1.08588 1.08608 1739649736109
