EURUSD 1.08721 1.08741 1739650200478
EURUSD 1.08681 1.08701 1739650201333
EURUSD 1.08702 1.08722 1739650202102
EURUSD 1.08681 1.08701 1739650203146
EURUSD 1.08742 1.08762 1739650204330
EURUSD 1.08718 1.08738 1739650205333
EURUSD 1.08708 1.08728 1739650206293
EURUSD 1.08744 1.08764 1739650207435
EURUSD 1.08759 1.08779 1739650208479
EURUSD 1.08718 1.08738 1739650209213
EURUSD 1.08735 1.08755 1739650210451
EURUSD 1.08656 1.08676 1739650211018
EURUSD 1.08683 1.08703 1739650212428
EURUSD 1.08724 1.08744 1739650213479
EURUSD 1.08762 1.08782 1739650214383
EURUSD 1.08694 1.08714 1739650215448
EURUSD 1.08740 1.08760 1739650216019
EURUSD 1.08710 1.08730 1739650217054
EURUSD 1.08729 1.08749 1739650218475
EURUSD 1.08707 1.08727 1739650219328
EURUSD 1.08658 1.08678 1739650220278
EURUSD 1.08703 1.08723 1739650221068
EURUSD 1.08691 1.08711 1739650222435
EURUSD 1.08711 1.08731 1739650223414
EURUSD 1.08692 1.08712 1739650224057
EURUSD 1.08748 1.08768 1739650225331
EURUSD 1.08712 1.08732 1739650226131
EURUSD 1.08709 1.08729 1739650227172
EURUSD 1.08704 1.08724 1739650228404
EURUSD 1.08750 1.08770 1739650229098
EURUSD 1.08688 1.08708 1739650230089
EURUSD 1.08693 1.08713 1739650231207
EURUSD 1.08696 1.08716 1739650232423
EURUSD 1.08726 1.08746 1739650233205
EURUSD 1.08775 1.08795 1739650234342
EURUSD 1.08757 1.08777 1739650235244
EURUSD 1.08721 1.08741 1739650236165
EURUSD 1.08717 1.08737 1739650237196
EURUSD 1.08700 1.08720 1739650238120
EURUSD 1.08726 1.08746 1739650239168
EURUSD 1.08692 1.08712 1739650240154
EURUSD 1.08704 1.08724 1739650241133
EURUSD 1.08709 1.08729 1739650242334
EURUSD 1.08736 1.08756 1739650243341
EURUSD 1.08708 1.08728 1739650244060
EURUSD 1.08726 1.08746 1739650245351
